SMILES,CID
O=C1COCCN1CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,
O=C(CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC1,
CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,PET-UNK-29afea89-2
CC(C(N)=O)c1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,
O=C(Cc1cc(Cl)cc(-c2nnc[nH]2)c1)Nc1cncc2ccccc12,RAL-THA-1d44ff04-8
O=C(Cc1cc(Cl)cc(-c2nnn[nH]2)c1)Nc1cncc2ccccc12,
O=C1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1,MIC-UNK-45817b9b-1
NC(=O)N1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,RAL-THA-4aa06b95-1
CN1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,MIC-UNK-91acba05-6
O=C(Nc1cncc2ccccc12)[C@]1(OCCO)CCOc2ccc(Cl)cc21,ED_-GRI-5b13fbe2-72
COC(=O)C1(C(=O)O)CCOc2ccc(Cl)cc21,
